"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"met_49",0.290297654525414,0.165759412142996,-0.0821067332990572,-0.142069770854289,-0.0878273594083135
"met_50",0.251178066424771,0.192123811192579,-0.218753163818818,0.100180100535394,-0.108461921591762
"met_51",0.194763168258906,-0.0903755905817426,0.310191353008246,0.227572748128343,0.170340237107328
"met_52",0.171126183995399,-0.0118457908917506,0.137425685016448,-0.265663427844225,-0.311163779000633
"met_53",0.0901052054539446,-0.145363967926348,0.466378203135132,-0.250287415662909,-0.0503152132875846
"met_54",0.455831491947391,-0.0692823514343852,0.34735339480892,-0.165056349114565,-0.0511457191960835
"met_55",0.295076242276669,-0.174689791454786,0.465411346284773,0.181607401523577,-0.0594926404630096
"met_56",0.0877903456675114,0.00547032788225287,0.525531914963892,0.169791408675056,0.0877296734373497
"met_57",0.331889834132333,0.0147218739685903,0.398757668666119,0.0887963638671245,-0.0955735542024564
"met_58",0.149966921157223,0.0100581456402501,0.339445214343777,0.144795764029818,-0.0876259095057499
"met_59",0.298341238537707,-0.114873636718106,0.330863665790148,0.0162587018119071,-0.16765476081272
"met_60",0.22305586064668,-0.086612069944066,0.519026695103049,-0.0680437810725845,0.136643827104092
"tax_01",0.494982614542424,0.622656352114552,-0.125646439099753,-0.0393498395906987,-0.024648888035915
"tax_02",0.300911750749672,0.561094257261676,0.204490811597401,0.0124252234811801,-0.0726710829577063
"tax_03",0.460861764489258,0.532443886743239,-0.0398999917542571,-0.0234677752210901,-0.0995008641087218
"tax_04",0.308426783414389,0.529707883593434,-0.0722529004610274,-0.0378732139966039,0.101351035773493
"tax_05",0.455975944863788,0.597718156601529,-0.0077059214959073,-0.0568365054703401,-0.138165321338092
"tax_06",0.428903911947961,0.462418039645621,0.0927714677281733,0.135514547371764,0.0601240029886886
"tax_07",0.410060713401741,0.536879242253009,-0.0337263141022149,0.0486659783095805,0.0648065457845123
"tax_08",0.352308309274636,0.521335157534824,0.0834125043743467,0.0848760020845521,-0.0213064278409832
"tax_09",0.412001943173158,0.430070534095031,-0.0479368679234602,0.0252624378025427,0.066977867737514
"tax_10",0.438919498774315,0.613132585036356,0.0736251804949278,0.0322916359178724,0.114261095038746
"tax_11",0.392136189012877,0.559556748457497,-0.0225532796245872,-0.177486994870032,-0.196843220472093
"tax_12",0.513218916010083,0.630501919517967,-0.0303050493169307,0.0816406752640999,0.113162749577441
"tax_13",0.318249007821446,0.555114445271257,-0.0502167557373242,-0.167153845036075,0.0763994777196803
"tax_14",0.447835808237197,0.544995690371515,0.0673257213613562,-0.0667299473388564,0.0371356489269943
"tax_15",0.34062390988793,0.459438962067824,0.134880721968282,0.0439821628802358,0.0296765514811885
"tax_16",0.456971699551342,0.494547687658851,-0.0226941189978619,-0.143739150668053,-0.111064476394285
"tax_17",0.37495310178256,0.518230052733209,0.0121482445817692,-0.041470447955786,-0.0233423036036236
"tax_18",0.360999230551977,0.45075912667694,0.0556494811192922,-0.0192629015617412,-0.135953194231889
"tax_19",0.492398904520956,0.5781326587377,-0.0199724124383971,-0.111699107430817,0.0993583529336123
"tax_20",0.456276196872629,0.55009143747323,-0.056187572535526,0.0899947931396954,-0.0936291920912823
"tax_21",-0.435993995039758,-0.583073559553395,-0.0343247963391193,-0.0120893726099042,-0.0238587201725275
"tax_22",-0.434735710857778,-0.437755024474547,0.0492115228217957,-0.0284700048753137,0.0578586961601806
"tax_23",-0.400027764663243,-0.500788116167471,0.147428039663832,-0.0997698606935503,-0.121249283102591
"tax_24",-0.443420387015533,-0.592206584682384,0.0183029371795478,0.0148776161016788,-0.0193619885564725
"tax_25",-0.466880200238635,-0.569412459521864,0.078855195933633,-0.0107447016890089,0.0316549519084249
"tax_26",-0.324065463419551,-0.529512911199745,0.181560177746498,0.107764564682491,0.00123529742045785
"tax_27",-0.377495014785014,-0.601294314767463,0.0784435701560139,-0.0103274150843421,-0.0679055978908546
"tax_28",-0.376296808334684,-0.528083054034804,0.0571667636259254,0.172827259639634,0.116303793516169
"tax_29",-0.403106349835619,-0.476305303707233,-0.115513190521081,-0.0970903365535235,0.0892276637182431
"tax_30",-0.466754894925455,-0.543106602844094,-0.0544611898636624,-0.150733162056506,0.0295131251960821
"tax_31",-0.501224961044871,-0.511712085714969,-0.025371955336072,0.0522525319264807,-0.0107682249758055
"tax_32",-0.387281116232999,-0.621954875321877,0.0191778839629053,0.0145532376978621,0.00898965271159056
"tax_33",0.0290271823561031,-0.144519649267092,0.109685648034672,-0.178425534788601,0.137663268137591
"tax_34",0.178440009050217,-0.0420182843136539,-0.0014990667216042,-0.0862144201431307,-0.0528414954671594
"tax_35",0.162782986003691,0.0428527609437274,0.138654980954937,0.123221607530018,0.151048024966842
"tax_36",0.153816348343263,-0.115920069939637,0.101678139293353,-0.0520236940117427,-0.0950102206890879
"tax_37",-0.0359496649312473,0.0147340689483605,0.229770619786376,-0.0271823516190585,0.00451405870623805
"tax_38",0.18545115755384,0.132424846156494,0.0689339104225415,-0.106470159760361,-0.0182420926442822
"tax_39",-0.0576529450153864,0.0478477762005142,-0.00300561548213236,-0.211137846441137,0.108822742652184
"tax_40",-0.0291992823354316,-0.0675353209729081,-0.0486012165967046,-0.0694189944975584,0.0625832641006203
