"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"met_27",0.0788356744130671,0.095313283889224,0.00640032776689584,0.0103815823057492,0.0390564055759089
"met_28",0.11151261987428,0.128356656717151,0.00192677163022412,0.000346830617305759,0.00740633824333808
"met_29",0.173342587572347,0.00867857324787898,0.000555217647482002,0.00291852592255055,0.00162526141545519
"met_30",0.000234053032659588,0.0794576650837279,0.00121656669959283,0.016642517918617,0.0794135494774821
"met_31",0.1168979283457,0.0924471480060289,0.00908270116583289,0.00505246138431007,0.0542570187872256
"met_32",0.0730585984110656,0.257699758020945,0.00690420774396706,0.0271481798394633,0.0737559494784153
"met_33",0.160227307763235,0.120104832574899,0.00376766571473716,0.0148174314895621,0.00154447960062975
"met_34",0.0602604289917439,0.355130127634989,0.00478507677765613,0.0171413289759763,0.0309031041166473
"met_35",0.10907711955027,0.0954500452802505,0.000776819884672881,0.0267085786246495,0.00981724462083931
"met_36",0.0505536446446572,0.215847854768497,0.0629668358321,8.07587956306848e-06,2.34983819397384e-06
"met_37",0.101996800207751,0.26404572962121,0.00296358627819743,0.00212035410698006,0.00501745040002056
"met_38",0.115554335429205,0.112127825490926,0.00039063064830168,0.053373178728794,0.0879295979982779
"met_39",0.00680137408805147,0.0738888844092896,0.0230677151055176,0.00707519982365698,0.0584937844368101
"met_40",0.172462963120469,0.125173022315676,0.00244412294208041,0.0151579366332757,0.00499488971796323
"met_41",0.1021852364138,0.00640238344923197,0.00706586245262393,0.0774789454779711,0.0464398290292966
"met_42",0.146477568003277,0.00057292328502392,0.0219474613278484,0.064494610614351,0.00924955327329553
"met_43",0.175900483766489,0.0416422626461497,0.0144724778323794,0.000291899606013513,0.0301228679172375
"met_44",0.149592509109563,0.00332897810412085,0.00166053332188034,0.0641091216385638,0.0186614610413684
"met_45",0.138236084601499,1.60628240374058e-05,0.093878222125067,0.151460448471838,0.0240076161660156
"met_46",0.111222645739224,0.00584781101074831,0.0188791824926551,6.18967707524253e-06,0.00069847825817728
"met_47",0.149810465318787,0.0010124791351494,0.0379099413742505,0.0680570146519908,0.0169590024048266
"met_48",0.0872621173007278,0.0145590788059582,0.00465150625614432,0.0374136832273008,0.0058317620211218
"met_49",0.0835647861456444,0.0277485518605012,0.00611546848986492,0.00125915741341841,0.0352371079891158
"met_50",0.0629757234588701,0.0360013036958423,0.0389118767242949,0.0103867840469758,0.000483699976799716
"met_51",0.0396307365347404,0.00930485527910215,0.0840685393419344,0.00670128263374159,0.05929299839501
"met_52",0.0288992197806311,0.000153457736965267,0.0203639146901035,0.027303709640441,0.109301141314121
"met_53",0.00908549025498765,0.0225912475582341,0.201137904205677,0.0623680689717085,0.0148410661291745
"met_54",0.210826534299818,0.00607846521773893,0.10138508643867,0.0290299048486835,0.00261639166158124
"met_55",0.0888051234746594,0.0330874620671716,0.204442542412698,0.0164429477326132,0.00399639772092919
"met_56",0.00860158379631887,1.69392377881929e-08,0.250157133709543,0.00827050671009909,0.0376540829698986
"met_57",0.113157816969241,6.70339605082836e-05,0.150371067290489,0.0121254809326163,0.0013260678908919
"met_58",0.0240353591539787,2.90374944058867e-05,0.127560761613746,0.0233950167620616,4.87886038086421e-05
"met_59",0.0904620139442176,0.0142995624601891,0.102244818906775,0.00764032045362777,0.0182036661240291
"met_60",0.0523143824131347,0.00864749833885041,0.247694821838131,0.0100220520868352,0.00726093302827175
"tax_01",0.25005550455411,0.382475610687975,0.0156408236479465,0.000270028075812026,0.00128243846564401
"tax_02",0.0952231938109963,0.310455969666061,0.0392122831447603,0.000209098086145024,0.00165673670110807
"tax_03",0.217432107106323,0.278300309168304,0.0023663235329247,0.00164586794118958,0.00890223455211964
"tax_04",0.0975613911741034,0.27751154894181,0.00558484708428764,0.00243680472165902,0.0060233357975712
"tax_05",0.212879133393561,0.353404193583349,2.00356319742366e-06,1.76309453749559e-07,0.0253417632858264
"tax_06",0.188185894957356,0.209927864697918,0.00912535583432807,0.00816348940238615,0.00982210613228599
"tax_07",0.173652737515391,0.282850939686983,0.00133968957123606,9.58363812184193e-05,0.00418476776852756
"tax_08",0.130203097686397,0.264847922273526,0.0071385373266626,0.0115129641834808,0.000326875322272496
"tax_09",0.175160264696352,0.178375347572073,0.00268722890826653,1.19647243003368e-05,0.00788134036682822
"tax_10",0.200368846276512,0.367832128808613,0.00459651292721621,1.86790247732169e-06,0.0117573540389056
"tax_11",0.15658475944105,0.310966919260451,0.00027774687895015,0.01294020037608,0.0490148331549754
"tax_12",0.269767770402483,0.391377564385977,0.00160700947669821,0.000534631375830254,0.018900754364212
"tax_13",0.104994708290407,0.304768709064979,0.00261107936471136,0.0265191497934726,9.85744030382505e-06
"tax_14",0.207081897778311,0.290217950833806,0.00498573433201965,0.00763066775222552,0.000199484662872811
"tax_15",0.11923276619716,0.207600932291233,0.0144348798334223,0.000176969933199982,0.00404622920873831
"tax_16",0.213797985608827,0.23974000618994,0.000230799887449046,0.00594679186456696,0.0245096541993882
"tax_17",0.145704795113081,0.263416537101574,0.000251141465632122,0.000146170049850286,0.0023951675393678
"tax_18",0.133201895826166,0.200824823079285,0.00421712694751248,5.30287539320617e-06,0.0127230293418319
"tax_19",0.250296319073783,0.325453432997947,0.000644604786448627,0.0191300483650473,0.00267889092136637
"tax_20",0.212993943794691,0.298354749209128,0.00178611559748056,0.0195419493602804,0.00436317457925879
"tax_21",0.197532720182934,0.332116767307351,0.00144714592888735,6.2599719504697e-07,0.000661069872555285
"tax_22",0.194297191085635,0.185606524931,0.00222796254789621,0.0030495228639833,0.00158498875541636
"tax_23",0.164394152949751,0.245553961688927,0.0219656275080768,0.0024598273891151,0.0233315461462386
"tax_24",0.203484497134209,0.34341568530311,0.00049631638897187,0.000561374585711799,0.000118240630269795
"tax_25",0.223791571321574,0.318189499073669,0.00556017527377428,8.04201329143364e-05,0.000399736136021238
"tax_26",0.107579179204266,0.278344005146044,0.0341893405132914,0.00661398599722271,0.00177963833195488
"tax_27",0.146726831439642,0.357982292915899,0.00544915902057243,0.000276323363861701,0.00328635974653162
"tax_28",0.145713496700817,0.275741750364786,0.0029560922297316,0.0137158140574689,0.0269544342757334
"tax_29",0.167446994085907,0.222433211044415,0.0138194939224293,0.00744904433128854,0.00169063238723254
"tax_30",0.225312990842166,0.287712938691198,0.00626988943619357,0.027698808060097,0.000478327561219774
"tax_31",0.256373660944265,0.256803496137087,0.00013665652923561,0.00325152094458513,1.06347103509154e-05
"tax_32",0.155946089937078,0.3807667625648,8.88494916373872e-05,0.000199334415873721,0.000183706104403998
"tax_33",0.00430976189535315,0.0106407244744115,0.000728669910350996,0.0443970061254482,0.00411175845396137
"tax_34",0.0131228447511516,0.00023281833696993,0.00878043729720074,0.0038608920223445,0.00816752636774912
"tax_35",0.0340497957969658,0.000881984826273474,0.0233007616599395,0.000841725515622546,0.0389059184338247
"tax_36",0.0272014198189145,0.0151653189904946,0.0139666803698791,0.00149214465028096,0.00576301687275801
"tax_37",0.00441726830810826,0.000873284821726543,0.131527648047088,0.000151454904702106,0.000256530042469488
"tax_38",0.0729525892982323,0.0071410093350948,0.0269069691092462,0.00165600935209258,0.000763867905498791
"tax_39",0.00127563232086566,0.00227620297564646,0.00517575963641543,0.0205057328565494,0.00940102092131687
"tax_40",0.000438484560066385,0.0042272734204346,0.00639351414611959,0.00644402419383054,0.00970731355253266
